-99.0652,-71.1218
-95.1347,-27.376
-99.1347,-27.3823
-99.0652,-71.1218
-95.0652,-71.1154
-95.1347,-27.376
-99.1347,-27.3823
-95.1419,2.4466
-99.1419,2.4457
-99.1347,-27.3823
-95.1347,-27.376
-95.1419,2.4466
-99.1419,2.4457
-95.1468,24.3332
-99.1468,24.3323
-99.1419,2.4457
-95.1419,2.4466
-95.1468,24.3332
-99.3652,-71.1222
-99.1347,-27.3823
-99.4347,-27.3828
-99.3652,-71.1222
-99.0652,-71.1218
-99.1347,-27.3823
-99.4347,-27.3828
-99.1419,2.4457
-99.4419,2.44563
-99.4347,-27.3828
-99.1347,-27.3823
-99.1419,2.4457
-99.4419,2.44563
-99.1468,24.3323
-99.4468,24.3323
-99.4419,2.44563
-99.1419,2.4457
-99.1468,24.3323
-103.365,-71.1286
-99.4347,-27.3828
-103.435,-27.3892
-103.365,-71.1286
-99.3652,-71.1222
-99.4347,-27.3828
-103.435,-27.3892
-99.4419,2.44563
-103.442,2.44472
-103.435,-27.3892
-99.4347,-27.3828
-99.4419,2.44563
-103.442,2.44472
-99.4468,24.3323
-103.447,24.3313
-103.442,2.44472
-99.4419,2.44563
-99.4468,24.3323
-103.365,-71.1286
-103.435,-27.3892
-103.435,-27.3892
-103.365,-71.1286
-103.365,-71.1286
-103.435,-27.3892
-103.435,-27.3892
-103.442,2.44472
-103.442,2.44472
-103.435,-27.3892
-103.435,-27.3892
-103.442,2.44472
-103.442,2.44472
-103.447,24.3313
-103.447,24.3313
-103.442,2.44472
-103.442,2.44472
-103.447,24.3313
-103.365,-71.1286
-103.435,-27.3892
-107.435,-27.3955
-103.365,-71.1286
-107.435,-27.3955
-107.365,-71.1349
-103.435,-27.3892
-103.442,2.44472
-107.442,2.44382
-103.435,-27.3892
-107.442,2.44382
-107.435,-27.3955
-103.442,2.44472
-103.447,24.3313
-107.447,24.3304
-103.442,2.44472
-107.447,24.3304
-107.442,2.44382
-107.365,-71.1349
-107.435,-27.3955
-107.735,-27.396
-107.365,-71.1349
-107.735,-27.396
-107.665,-71.1354
-107.435,-27.3955
-107.442,2.44382
-107.742,2.44375
-107.435,-27.3955
-107.742,2.44375
-107.735,-27.396
-107.442,2.44382
-107.447,24.3304
-107.747,24.3304
-107.442,2.44382
-107.747,24.3304
-107.742,2.44375
-107.665,-71.1354
-107.735,-27.396
-111.735,-27.4023
-107.665,-71.1354
-111.735,-27.4023
-111.665,-71.1418
-107.735,-27.396
-107.742,2.44375
-111.742,2.44285
-107.735,-27.396
-111.742,2.44285
-111.735,-27.4023
-107.742,2.44375
-107.747,24.3304
-111.747,24.3295
-107.742,2.44375
-111.747,24.3295
-111.742,2.44285
-99.1509,42.3323
-95.1551,60.9148
-99.1551,60.9139
-99.1509,42.3323
-95.1509,42.3332
-95.1551,60.9148
-99.1551,60.9139
-95.1538,62.1312
-99.1538,62.1402
